Name,375,407,532,635,850,OC,EC,Levoglucosan
Example1,5.224450127,4.481498863,2.907393591,2.282692578,1.605562388,0.92,0.31,0.151
Example2,3.171729173,2.687183248,1.686853729,1.304833005,0.904175421,0.85,0.18,0.124
