BC.ff.frac.375,BC.wb.frac.375,BrC.frac.375,BC.ff.frac.407,BC.wb.frac.407,BrC.frac.407,BC.ff.frac.532,BC.wb.frac.532,BrC.frac.532,BC.ff.frac.635,BC.wb.frac.635,BrC.frac.635,BC.ff.frac.850,BC.wb.frac.850,BrC.frac.850,BC.ff.375,BC.wb.375,BrC.375,BC.ff.407,BC.wb.407,BrC.407,BC.ff.532,BC.wb.532,BrC.532,BC.ff.635,BC.wb.635,BrC.635,BC.ff.850,BC.wb.850,BrC.850
-0.469710148360247,0.0242591416457045,0.00258684148196814,-0.470187596521285,0.0242591416457042,0.00262231092423079,-0.471746197458206,0.0242591416457055,0.00273833044719166,-0.472773599771446,0.0242591416457044,0.00281500318750822,-0.474462087450711,0.0242591416457057,0.00294134918106988,-0.469710148360247,0.0242591416457039,0.00258684148196583,-0.470187596521283,0.0242591416457083,0.00262231092423335,-0.471746197458205,0.0242591416457023,0.0027383304471909,-0.472773599771446,0.0242591416457054,0.00281500318750867,-0.474462087450712,0.0242591416457048,0.00294134918106758
-0.00459976297930356,-0.106493020597969,0.00218129999519331,-0.00549597476082731,-0.106493020597969,0.00221142702862853,-0.00842160446547933,-0.106493020597969,0.00230997056763318,-0.010350128088842,-0.106493020597967,0.00237509317707591,-0.0135195665213299,-0.106493020597969,0.00248240453184792,-0.00459976297930466,-0.106493020597967,0.00218129999519513,-0.00549597476082711,-0.106493020597969,0.00221142702862452,-0.00842160446547882,-0.106493020597967,0.00230997056763165,-0.0103501280888408,-0.106493020597968,0.00237509317707542,-0.0135195665213307,-0.106493020597967,0.00248240453184405
-0.00214517891664873,-0.115960772190614,-0.000522888231793721,-0.00304360069076999,-0.115960772190614,-0.000531068691458661,-0.00597644478394494,-0.115960772190612,-0.000557824250199096,-0.00790972400528216,-0.115960772190614,-0.000575503854946403,-0.0110869780407557,-0.115960772190613,-0.000604633749352225,-0.00214517891664871,-0.115960772190615,-0.000522888231793177,-0.00304360069076916,-0.115960772190613,-0.000531068691454914,-0.00597644478394442,-0.115960772190614,-0.000557824250197919,-0.00790972400528263,-0.115960772190615,-0.000575503854944873,-0.0110869780407557,-0.115960772190616,-0.000604633749349868
-0.0072468992490511,-0.0959319650924699,-0.000883910832918574,-0.00814072767298283,-0.0959319650924686,-0.00089678081512932,-0.0110585770494648,-0.095931965092471,-0.000938873817945283,-0.0129819720173973,-0.0959319650924697,-0.000966687782378516,-0.0161429817444095,-0.0959319650924689,-0.00101251499237537,-0.00724689924905258,-0.0959319650924697,-0.000883910832916532,-0.00814072767298297,-0.0959319650924671,-0.000896780815129983,-0.011058577049467,-0.0959319650924704,-0.000938873817943175,-0.0129819720173966,-0.0959319650924681,-0.000966687782383459,-0.0161429817444081,-0.0959319650924694,-0.00101251499237239
-0.0111469421068555,-0.0757686380593952,0.00160949871968189,-0.0120372591147458,-0.0757686380593947,0.00163037338429005,-0.0149436456837978,-0.075768638059394,0.00169865169090323,-0.0168594845707652,-0.0757686380593927,0.00174377235730839,-0.0200080762318957,-0.0757686380593928,0.00181812183666491,-0.0111469421068533,-0.0757686380593925,0.00160949871968316,-0.0120372591147472,-0.0757686380593929,0.00163037338429137,-0.0149436456837972,-0.0757686380593943,0.00169865169090612,-0.0168594845707666,-0.0757686380593915,0.00174377235730787,-0.0200080762318943,-0.0757686380593937,0.00181812183666435
-0.00586200958543137,-0.10147075532098,-0.00251514382687609,-0.00675708489919289,-0.10147075532098,-0.00255038443321225,-0.00967900467287605,-0.101470755320978,-0.0026656380374768,-0.0116050827750212,-0.101470755320978,-0.00274178998649906,-0.0147705021076999,-0.10147075532098,-0.00286725240385291,-0.00586200958543265,-0.101470755320977,-0.00251514382687903,-0.00675708489919307,-0.101470755320982,-0.00255038443321507,-0.00967900467287378,-0.101470755320976,-0.00266563803747482,-0.0116050827750224,-0.10147075532098,-0.00274178998649924,-0.0147705021076967,-0.101470755320979,-0.00286725240385411
-0.0499512088849479,-0.0110867475767286,-0.000544364226712525,-0.050806588347348,-0.0110867475767287,-0.000551578935108622,-0.0535989233908646,-0.0110867475767303,-0.000575175891820418,-0.0554395815189925,-0.0110867475767294,-0.00059076838856807,-0.0584646171170457,-0.0110867475767281,-0.000616459519433784,-0.049951208884947,-0.0110867475767261,-0.000544364226713117,-0.0508065883473495,-0.0110867475767288,-0.000551578935107191,-0.0535989233908633,-0.011086747576729,-0.000575175891821364,-0.0554395815189912,-0.0110867475767292,-0.000590768388566677,-0.0584646171170454,-0.0110867475767286,-0.000616459519431967
-0.0126830947185889,-0.0745568375970036,-0.0018351641241574,-0.0135720286465736,-0.0745568375970025,-0.00186062549397554,-0.0164739002340674,-0.074556837597004,-0.00194389807326313,-0.0183867629246361,-0.0745568375970031,-0.00199892054666903,-0.0215304633460979,-0.0745568375970038,-0.00208957412289658,-0.0126830947185899,-0.0745568375970017,-0.00183516412416009,-0.013572028646572,-0.0745568375970018,-0.00186062549397383,-0.016473900234069,-0.0745568375970018,-0.00194389807326148,-0.0183867629246363,-0.0745568375970012,-0.00199892054666481,-0.0215304633460953,-0.0745568375970034,-0.00208957412289347
-0.0167394533481843,-0.0577731526680967,-0.000871536438389332,-0.0176247351207232,-0.0577731526680983,-0.000882200116338517,-0.0205146844654291,-0.0577731526680991,-0.000917077269643198,-0.0224196882233279,-0.0577731526680988,-0.000940123326129737,-0.0255504728562869,-0.0577731526680981,-0.000978095012824597,-0.0167394533481836,-0.0577731526680978,-0.000871536438391578,-0.0176247351207227,-0.0577731526680983,-0.000882200116341176,-0.0205146844654294,-0.0577731526680998,-0.000917077269645376,-0.0224196882233307,-0.0577731526680971,-0.000940123326129403,-0.0255504728562877,-0.0577731526680973,-0.00097809501282113
0.000394223712546933,-0.138792136908401,-0.00235295642851039,-0.000506484420838931,-0.138792136908402,-0.00238416480134785,-0.00344679219694958,-0.138792136908402,-0.00248623195951092,-0.00538499134675133,-0.138792136908403,-0.00255367191961691,-0.00857033105469058,-0.138792136908403,-0.00266478238388217,0.000394223712547786,-0.138792136908404,-0.00235295642850936,-0.000506484420837487,-0.138792136908401,-0.00238416480134594,-0.00344679219695082,-0.138792136908401,-0.00248623195951154,-0.00538499134675181,-0.138792136908405,-0.00255367191961558,-0.00857033105469043,-0.138792136908402,-0.00266478238388351
-0.049610479570312,-0.00910879890034426,4.66403308090958e-05,-0.0504661658094423,-0.00910879890034318,4.74695603620167e-05,-0.0532595023072095,-0.00910879890034294,5.01817462308007e-05,-0.0551008205763645,-0.00910879890034436,5.19739550416975e-05,-0.0581269410853355,-0.00910879890034369,5.49269735398431e-05,-0.0496104795703125,-0.00910879890034113,4.66403308102906e-05,-0.0504661658094405,-0.00910879890034242,4.74695603639441e-05,-0.0532595023072112,-0.00910879890034025,5.01817462302386e-05,-0.0551008205763641,-0.00910879890034297,5.19739550401865e-05,-0.0581269410853367,-0.00910879890034427,5.49269735412707e-05
-0.0190334373751681,-0.0623526664380667,-0.00145554741038062,-0.0199166537518645,-0.0623526664380669,-0.00147557704045352,-0.0227998607354939,-0.062352666438068,-0.0015410856277462,-0.0247004200476095,-0.062352666438067,-0.00158437115921765,-0.0278239004416617,-0.0623526664380681,-0.00165568837140098,-0.0190334373751671,-0.0623526664380656,-0.00145554741037966,-0.0199166537518643,-0.0623526664380661,-0.00147557704045227,-0.0227998607354933,-0.0623526664380698,-0.00154108562774677,-0.0247004200476117,-0.0623526664380653,-0.00158437115921915,-0.0278239004416589,-0.0623526664380667,-0.00165568837139818
-0.0382738315910553,-0.0235198847935966,-0.00110357259078511,-0.0391397248173873,-0.0235198847935959,-0.00111843154619149,-0.0419663814137917,-0.0235198847935977,-0.00116702954564621,-0.0438296637056818,-0.0235198847935984,-0.00119914166922588,-0.0468918810593853,-0.0235198847935978,-0.00125205036686263,-0.0382738315910567,-0.0235198847935957,-0.0011035725907859,-0.0391397248173875,-0.0235198847935957,-0.00111843154618907,-0.0419663814137933,-0.0235198847935991,-0.00116702954564824,-0.0438296637056817,-0.0235198847935994,-0.00119914166922699,-0.0468918810593851,-0.023519884793598,-0.0012520503668611
-0.00257286442270145,-0.169152563569892,0.00277011215319114,-0.00347090112881229,-0.169152563569891,0.00280860019067867,-0.00640248819051994,-0.169152563569891,0.00293449425906205,-0.00833493879883082,-0.169152563569891,0.00301769337687301,-0.0115108310475283,-0.169152563569891,0.00315479510951975,-0.00257286442270038,-0.16915256356989,0.00277011215319242,-0.0034709011288122,-0.16915256356989,0.00280860019067644,-0.00640248819051985,-0.169152563569888,0.00293449425906022,-0.00833493879882908,-0.169152563569891,0.00301769337686956,-0.0115108310475262,-0.169152563569891,0.00315479510952393
-0.397771662313112,0.0131130058306235,-0.00290482625369806,-0.398313880519745,0.0131130058306246,-0.00294470616974105,-0.400083919392746,0.0131130058306239,-0.00307513123152607,-0.401250697873094,0.0131130058306243,-0.00316130638266234,-0.403168243768312,0.0131130058306237,-0.00330328040370437,-0.397771662313112,0.0131130058306249,-0.00290482625370009,-0.398313880519747,0.013113005830625,-0.00294470616974362,-0.400083919392747,0.0131130058306245,-0.0030751312315256,-0.401250697873093,0.013113005830623,-0.00316130638266019,-0.403168243768313,0.0131130058306243,-0.00330328040370797
